va	name	rot13_stored	is_rot13	region
0x21BFFE0	AluTexInstRatioThreshold	NyhGrkVafgEngvbGuerfubyq	True	OCG knobs (ctor_005)
0x21C0010	AluInstBoundRatioUpper	NyhVafgObhaqEngvbHccre	True	OCG knobs (ctor_005)
0x21C0030	AluInstBoundRatioStart	NyhVafgObhaqEngvbFgneg	True	OCG knobs (ctor_005)
0x21C0050	AluInstBoundRatioMedium	NyhVafgObhaqEngvbZrqvhz	True	OCG knobs (ctor_005)
0x21C0070	AluInstBoundRatioLow	NyhVafgObhaqEngvbYbj	True	OCG knobs (ctor_005)
0x21C0090	AluInstBoundRatioHigh	NyhVafgObhaqEngvbUvtu	True	OCG knobs (ctor_005)
0x21C00B0	AluInstBoundRatioDescent	NyhVafgObhaqEngvbQrfprag	True	OCG knobs (ctor_005)
0x21C00E0	AluInstBoundMediumScale	NyhVafgObhaqZrqvhzFpnyr	True	OCG knobs (ctor_005)
0x21C0100	AluInstBoundLowScale	NyhVafgObhaqYbjFpnyr	True	OCG knobs (ctor_005)
0x21C0120	AluInstBoundHighScale	NyhVafgObhaqUvtuFpnyr	True	OCG knobs (ctor_005)
0x21C0140	AltGmemSmemReadChains	NygTzrzFzrzErnqPunvaf	True	OCG knobs (ctor_005)
0x21C0160	AllowWait1EndGroup	NyybjJnvg1RaqTebhc	True	OCG knobs (ctor_005)
0x21C0180	AllowReassociateCSE	NyybjErnffbpvngrPFR	True	OCG knobs (ctor_005)
0x21C01A0	AllowPerOperandInfo	NyybjCreBcrenaqVasb	True	OCG knobs (ctor_005)
0x21C01C0	AlignedLoopNumICacheLinesAllowed	NyvtarqYbbcAhzVPnpurYvarfNyybjrq	True	OCG knobs (ctor_005)
0x21C0200	AdvancedSBUseLoopHeaderHeuristic	NqinaprqFOHfrYbbcUrnqreUrhevfgvp	True	OCG knobs (ctor_005)
0x21C0230	AdvancedSBStallLimit	NqinaprqFOFgnyyYvzvg	True	OCG knobs (ctor_005)
0x21C0260	AdvancedSBSeparateVsbPruningInBB	NqinaprqFOFrcnengrIfoCehavatVaOO	True	OCG knobs (ctor_005)
0x21C0290	AdvancedSBReserveSBOp	NqinaprqFOErfreirFOBc	True	OCG knobs (ctor_005)
0x21C02C0	AdvancedSBReservedLLNonDepbarSplitSbThreshold	NqinaprqFOErfreirqYYAbaQrconeFcyvgFoGuerfubyq	True	OCG knobs (ctor_005)
0x21C0300	AdvancedSBReservedLLNonDepbarSplitSbSize	NqinaprqFOErfreirqYYAbaQrconeFcyvgFoFvmr	True	OCG knobs (ctor_005)
0x21C0340	AdvancedSBReservedLLNonDepbar	NqinaprqFOErfreirqYYAbaQrcone	True	OCG knobs (ctor_005)
0x21C0370	AdvancedSBReservedHMMA	NqinaprqFOErfreirqUZZN	True	OCG knobs (ctor_005)
0x21C0390	AdvancedSBReserved1	NqinaprqFOErfreirq1	True	OCG knobs (ctor_005)
0x21C03B0	AdvancedSBReqCommit	NqinaprqFOErdPbzzvg	True	OCG knobs (ctor_005)
0x21C03E0	AdvancedSBReqBeforeUsingLiveInPsb	NqinaprqFOErdOrsberHfvatYvirVaCfo	True	OCG knobs (ctor_005)
0x21C0410	AdvancedSBReqBackedge	NqinaprqFOErdOnpxrqtr	True	OCG knobs (ctor_005)
0x21C0430	AdvancedSBPruningBudget	NqinaprqFOCehavatOhqtrg	True	OCG knobs (ctor_005)
0x21C0450	AdvancedSBFirstLLSBPsb	NqinaprqFOSvefgYYFOCfo	True	OCG knobs (ctor_005)
0x21C0470	AdvancedSBDiffXBlockRdSb	NqinaprqFOQvssKOybpxEqFo	True	OCG knobs (ctor_005)
0x21C04A0	AdvancedSBDepStageReuseStallThreshold	NqinaprqFOQrcFgntrErhfrFgnyyGuerfubyq	True	OCG knobs (ctor_005)
0x21C04D0	AdvancedSBDepStageReuse	NqinaprqFOQrcFgntrErhfr	True	OCG knobs (ctor_005)
0x21C0500	AdvancedSBDepbarMultipleVqCandidate	NqinaprqFOQrconeZhygvcyrIdPnaqvqngr	True	OCG knobs (ctor_005)
0x21C0530	AdvancedSBDepbarDistanceInTime	NqinaprqFOQrconeQvfgnaprVaGvzr	True	OCG knobs (ctor_005)
0x21C0560	AdvancedSBDepbarDistanceInNumCandidates	NqinaprqFOQrconeQvfgnaprVaAhzPnaqvqngrf	True	OCG knobs (ctor_005)
0x21C0590	AdvancedSBDepbarBackedge	NqinaprqFOQrconeOnpxrqtr	True	OCG knobs (ctor_005)
0x21C05C0	AdvancedSBDeleteUnpredSameVQVsb	NqinaprqFOQryrgrHacerqFnzrIDIfo	True	OCG knobs (ctor_005)
0x21C05F0	AdvancedSBCrossBlockOnCallee	NqinaprqFOPebffOybpxBaPnyyrr	True	OCG knobs (ctor_005)
0x21C0620	AdvancedSBCrossBlockMercuryAssume	NqinaprqFOPebffOybpxZrephelNffhzr	True	OCG knobs (ctor_005)
0x21C0650	AdvancedSBCrossBlockBudget	NqinaprqFOPebffOybpxOhqtrg	True	OCG knobs (ctor_005)
0x21C0680	AdvancedSBCrossBlock	NqinaprqFOPebffOybpx	True	OCG knobs (ctor_005)
0x21C06A0	AdvancedSBCheckNegativeStall	NqinaprqFOPurpxArtngvirFgnyy	True	OCG knobs (ctor_005)
0x21C06E0	AdvancedSBAllocateVsbsForLiveInPsbs	NqinaprqFONyybpngrIfofSbeYvirVaCfof	True	OCG knobs (ctor_005)
0x21C0710	AddWaitForCCOrPOffDeck	NqqJnvgSbePPBeCBssQrpx	True	OCG knobs (ctor_005)
0x21C0858	Chl	Puy	True	OCG knobs (ctor_005)
0x21C0998	Cfl	Psy	True	OCG knobs (ctor_005)
0x21C09C8	Cil	Pvy	True	OCG knobs (ctor_005)
0x21C0C78	CPm	PCz	True	OCG knobs (ctor_005)
0x21C0D50	CSm	PFz	True	OCG knobs (ctor_005)
0x21DB4A8	ScheduleInstructions	ScheduleInstructions	False	DAG knobs (ctor_007)
0x21DC308	XBlockWaitOut	KOybpxJnvgBhg	True	DAG knobs (ctor_007)
0x21DC320	XBlockWaitInOut	KOybpxJnvgVaBhg	True	DAG knobs (ctor_007)
0x21DC340	XBlockWaitInOnTarget	KOybpxJnvgVaBaGnetrg	True	DAG knobs (ctor_007)
0x21DC360	XBlockWaitInOffTarget	KOybpxJnvgVaBssGnetrg	True	DAG knobs (ctor_007)
0x21DC380	WarDeploySyncsFlush_SW4397903	JneQrcyblFlapfSyhfu_FJ4397903	True	DAG knobs (ctor_007)
0x21DC3B0	WaitToForceCTASwitch	JnvgGbSbeprPGNFjvgpu	True	DAG knobs (ctor_007)
0x21DC3D0	WaitReqForEndGroup	JnvgErdSbeRaqTebhc	True	DAG knobs (ctor_007)
0x21DC3F0	WaitPaddingAvoidEGAndSync	JnvgCnqqvatNibvqRTNaqFlap	True	DAG knobs (ctor_007)
0x21DC420	VoltageWar_SW4981360PredicateOffDummies	IbygntrJne_FJ4981360CerqvpngrBssQhzzvrf	True	DAG knobs (ctor_007)
0x21DC450	VoltageWar_SW4981360ExtraWaits	IbygntrJne_FJ4981360RkgenJnvgf	True	DAG knobs (ctor_007)
0x21DC480	VoltageWar_SW4981360DummyTcmma	IbygntrJne_FJ4981360QhzzlGpzzn	True	DAG knobs (ctor_007)
0x21DC4B0	TrackMultiReadsWarLatency	GenpxZhygvErnqfJneYngrapl	True	DAG knobs (ctor_007)
0x21DC4D0	TepidAwareSb	GrcvqNjnerFo	True	DAG knobs (ctor_007)
0x21DC4E8	StageInfo	FgntrVasb	True	DAG knobs (ctor_007)
0x21DC4F8	SparseAnnot	FcnefrNaabg	True	DAG knobs (ctor_007)
0x21DC508	SelfCheckDebug	FrysPurpxQroht	True	DAG knobs (ctor_007)
0x21DC520	SchedSyncsPhasechkLatency	FpurqFlapfCunfrpuxYngrapl	True	DAG knobs (ctor_007)
0x21DC540	SchedLdsLatency	FpurqYqfYngrapl	True	DAG knobs (ctor_007)
0x21DC560	SchedLastHybridInBBWithIssueRate	FpurqYnfgUloevqVaOOJvguVffhrEngr	True	DAG knobs (ctor_007)
0x21DC590	ScavInlineExpansion	FpniVayvarRkcnafvba	True	DAG knobs (ctor_007)
0x21DC5B0	ScavGuidedExpansion	FpniThvqrqRkcnafvba	True	DAG knobs (ctor_007)
0x21DC5D0	ScavDisableSpilling	FpniQvfnoyrFcvyyvat	True	DAG knobs (ctor_007)
0x21DC5F0	ScavDisableContext	FpniQvfnoyrPbagrkg	True	DAG knobs (ctor_007)
0x21DC610	SbXblockUseLoopHeaderHeuristic	FoKoybpxHfrYbbcUrnqreUrhevfgvp	True	DAG knobs (ctor_007)
0x21DC640	SbXBlockReqCommit	FoKOybpxErdPbzzvg	True	DAG knobs (ctor_007)
0x21DC660	SbXBlockReqBackedge	FoKOybpxErdOnpxrqtr	True	DAG knobs (ctor_007)
0x21DC678	SbXBlockLLSB	FoKOybpxYYFO	True	DAG knobs (ctor_007)
0x21DC690	SbXBlockForPseudoRegs	FoKOybpxSbeCfrhqbErtf	True	DAG knobs (ctor_007)
0x21DC6C0	SbXblockDeprioritizeAvailPsbLiveInToSucc	FoKoybpxQrcevbevgvmrNinvyCfoYvirVaGbFhpp	True	DAG knobs (ctor_007)
0x21DC6F0	SbXblockCheckNegativeStall	FoKoybpxPurpxArtngvirFgnyy	True	DAG knobs (ctor_007)
0x21DC720	SbXblockAllocateVsbsForLiveInPsbs	FoKoybpxNyybpngrIfofSbeYvirVaCfof	True	DAG knobs (ctor_007)
0x21DC748	SbXBlock	FoKOybpx	True	DAG knobs (ctor_007)
0x21DC760	SbReqBeforeUsingLiveInPsb	FoErdOrsberHfvatYvirVaCfo	True	DAG knobs (ctor_007)
0x21DC780	SBRedirectedOp	FOErqverpgrqBc	True	DAG knobs (ctor_007)
0x21DC7A0	SbReadLdgstsLatency	FoErnqYqtfgfYngrapl	True	DAG knobs (ctor_007)
0x21DC7C0	SbReadDmmaLatency	FoErnqQzznYngrapl	True	DAG knobs (ctor_007)
0x21DC7E0	SbReadBaseLatency	FoErnqOnfrYngrapl	True	DAG knobs (ctor_007)
0x21DC7F8	SBPruning	FOCehavat	True	DAG knobs (ctor_007)
0x21DC810	SBDiffXBlockRdSb	FOQvssKOybpxEqFo	True	DAG knobs (ctor_007)
0x21DC830	SBDepStageStallThreshold	FOQrcFgntrFgnyyGuerfubyq	True	DAG knobs (ctor_007)
0x21DC850	SBDepStagePreferNonLiveinPsb	FOQrcFgntrCersreAbaYvirvaCfo	True	DAG knobs (ctor_007)
0x21DC880	SBDepbarMultipleVqCandidate	FOQrconeZhygvcyrIdPnaqvqngr	True	DAG knobs (ctor_007)
0x21DC8A0	SBDeleteUnpredSameVQVsb	FOQryrgrHacerqFnzrIDIfo	True	DAG knobs (ctor_007)
0x21DC8C0	SBComplPred	FOPbzcyCerq	True	DAG knobs (ctor_007)
0x21DC8D0	ReserveSBLLNonDepbar	ErfreirFOYYAbaQrcone	True	DAG knobs (ctor_007)
0x21DC8F0	ReserveSB	ErfreirFO	True	DAG knobs (ctor_007)
0x21DC900	PaddingAlignment	CnqqvatNyvtazrag	True	DAG knobs (ctor_007)
0x21DC918	OpWarpOpexPrev	BcJnecBcrkCeri	True	DAG knobs (ctor_007)
0x21DC940	OpexLevel	BcrkYriry	True	DAG knobs (ctor_007)
0x21DC960	OffTargetReturnErrorForConditionalOrInternalInst	BssGnetrgErgheaReebeSbePbaqvgvbanyBeVagreanyVafg	True	DAG knobs (ctor_007)
0x21DC9A0	OffTargetConvertConditionalInstToBptTrap	BssGnetrgPbairegPbaqvgvbanyVafgGbOcgGenc	True	DAG knobs (ctor_007)
0x21DC9D0	MmaShadowBias	ZznFunqbjOvnf	True	DAG knobs (ctor_007)
0x21DC9F0	MaxCumuWaitSinceEndGroup	ZnkPhzhJnvgFvaprRaqTebhc	True	DAG knobs (ctor_007)
0x21DCA10	NvoptRecipeMask	AibcgErpvcrZnfx	True	DAG knobs (ctor_007)
0x21DCA30	NvoptLoopNumber	AibcgYbbcAhzore	True	DAG knobs (ctor_007)
0x21DCA50	MeasureFinalizationTime	ZrnfherSvanyvmngvbaGvzr	True	DAG knobs (ctor_007)
0x21DCA70	LsuResBusySize	YfhErfOhflFvmr	True	DAG knobs (ctor_007)
0x21DCA90	IssueFrequencyPipe	VffhrSerdhraplCvcr	True	DAG knobs (ctor_007)
0x21DCAB0	IssueFrequencyOp	VffhrSerdhraplBc	True	DAG knobs (ctor_007)
0x21DCAD0	IssueDelayWBStallSelfLoop	VffhrQrynlJOFgnyyFrysYbbc	True	DAG knobs (ctor_007)
0x21DCAF0	IssueDelayWBStall	VffhrQrynlJOFgnyy	True	DAG knobs (ctor_007)
0x21DCB08	IssueDelay	VffhrQrynl	True	DAG knobs (ctor_007)
0x21DCB20	IntrinsicDescrFile	VagevafvpQrfpeSvyr	True	DAG knobs (ctor_007)
0x21DCB40	InsertErrbarBeforeExit	VafregReeoneOrsberRkvg	True	DAG knobs (ctor_007)
0x21DCB60	InsertDelayUpTo	VafregQrynlHcGb	True	DAG knobs (ctor_007)
0x21DCB80	InsertDelayNumCycles	VafregQrynlAhzPlpyrf	True	DAG knobs (ctor_007)
0x21DCBA0	InsertDelayInstRange	VafregQrynlVafgEnatr	True	DAG knobs (ctor_007)
0x21DCBC0	InsertDelayBeforeInst	VafregQrynlOrsberVafg	True	DAG knobs (ctor_007)
0x21DCBE0	IgnoreTrivialInst	VtaberGevivnyVafg	True	DAG knobs (ctor_007)
0x21DCBF8	HelpWiki	UrycJvxv	True	DAG knobs (ctor_007)
0x21DCC05	Help	Uryc	True	DAG knobs (ctor_007)
0x21DCC10	EpilogueLoopUnrollCount	RcvybthrYbbcHaebyyPbhag	True	DAG knobs (ctor_007)
0x21DCC30	EncodeDecodeSass	RapbqrQrpbqrFnff	True	DAG knobs (ctor_007)
0x21DCC48	DumpRPO	QhzcECB	True	DAG knobs (ctor_007)
0x21DCC60	DumpReconstitutedBinary	QhzcErpbafgvghgrqOvanel	True	DAG knobs (ctor_007)
0x21DCC80	DumpMercOpCounts	QhzcZrepBcPbhagf	True	DAG knobs (ctor_007)
0x21DCC95	DumpIR	QhzcVE	True	DAG knobs (ctor_007)
0x21DCCA0	DumpCFG	QhzcPST	True	DAG knobs (ctor_007)
0x21DCCB0	DumpAnnot	QhzcNaabg	True	DAG knobs (ctor_007)
0x21DCCC0	DoVoltageWar_SW4981360	QbIbygntrJne_FJ4981360	True	DAG knobs (ctor_007)
0x21DCCE0	DisableWar_HW4403675	QvfnoyrJne_UJ4403675	True	DAG knobs (ctor_007)
0x21DCD00	DisableWar_SW2549067	QvfnoyrJne_FJ2549067	True	DAG knobs (ctor_007)
0x21DCD20	DisableSB	QvfnoyrFO	True	DAG knobs (ctor_007)
0x21DCD30	DisableErrbarAfterMembar	QvfnoyrReeoneNsgreZrzone	True	DAG knobs (ctor_007)
0x21DCD50	DisableDepbar	QvfnoyrQrcone	True	DAG knobs (ctor_007)
0x21DCD68	DisableAssume	QvfnoyrNffhzr	True	DAG knobs (ctor_007)
0x21DCD80	ComputeFKPerfMetricsWithoutKnobs	PbzchgrSXCresZrgevpfJvgubhgXabof	True	DAG knobs (ctor_007)
0x21DCDA8	CompPredWait	PbzcCerqJnvg	True	DAG knobs (ctor_007)
0x21DCDC0	CompileMode	PbzcvyrZbqr	True	DAG knobs (ctor_007)
0x21DCDD0	CompactedAssumes	PbzcnpgrqNffhzrf	True	DAG knobs (ctor_007)
0x21DCDF0	CFGUseRecursiveRPOTraversal	PSTHfrErphefvirECBGenirefny	True	DAG knobs (ctor_007)
0x21DCE10	BuildCFG	OhvyqPST	True	DAG knobs (ctor_007)
0x21DCE20	BarrierExemptDepbar	OneevreRkrzcgQrcone	True	DAG knobs (ctor_007)
0x21DCE38	BarrierExempt	OneevreRkrzcg	True	DAG knobs (ctor_007)
0x21DCE50	BarDeferBlocking	OneQrsreOybpxvat	True	DAG knobs (ctor_007)
0x21DCE70	BackedgeDepbarOut	OnpxrqtrQrconeBhg	True	DAG knobs (ctor_007)
0x21DCE90	BackedgeDepbarIn	OnpxrqtrQrconeVa	True	DAG knobs (ctor_007)
0x21DCEB0	AllowWait1EndGroup	NyybjJnvg1RaqTebhc	True	DAG knobs (ctor_007)
0x21DD150	OptimizeNaNOrZero	OptimizeNaNOrZero	False	DAG knobs (ctor_007)
0x21DD162	UbvfgVainevnagf	HoistInvariants	True	DAG knobs (ctor_007)
0x21DD228	ConvertMemoryToRegisterOrUniform	ConvertMemoryToRegisterOrUniform	False	DAG knobs (ctor_007)
